train_loss_step,epoch,step,val_loss_step,val_loss_epoch,train_loss_epoch
0.003691094694659114,0,9,,,
0.003593624336645007,0,19,,,
0.0034897923469543457,0,29,,,
0.0033999034203588963,0,39,,,
0.0033002346754074097,0,49,,,
0.0031970785930752754,0,59,,,
0.0030969525687396526,0,69,,,
0.0030029332265257835,0,79,,,
0.0028847670182585716,0,89,,,
0.0027814670465886593,0,99,,,
0.00266943103633821,0,109,,,
0.0025539728812873363,0,119,,,
0.0024376518558710814,0,129,,,
0.0023104834835976362,0,139,,,
0.0021855076774954796,0,149,,,
0.0020522649865597486,0,159,,,
0.00191682658623904,0,169,,,
0.0017713367706164718,0,179,,,
0.0016119065694510937,0,189,,,
0.0014307847013697028,0,199,,,
0.0012046318734064698,0,209,,,
0.0009789762552827597,0,219,,,
0.0007636250229552388,0,229,,,
0.0005645690253004432,0,239,,,
0.0004332576645538211,0,249,,,
0.00035762571496888995,0,259,,,
0.0002996255934704095,0,269,,,
0.0002594265970401466,0,279,,,
0.00022785618784837425,0,289,,,
0.00019459030590951443,0,299,,,
0.00017544455477036536,0,309,,,
0.00016138698265422136,0,319,,,
0.00015357110532931983,0,329,,,
0.0001395685540046543,0,339,,,
0.00013011669216211885,0,349,,,
0.0001261148863704875,0,359,,,
0.00011428167636040598,0,369,,,
0.00011207565694348887,0,379,,,
0.00010965233377646655,0,389,,,
0.00010848115925909951,0,399,,,
0.00010490468412172049,0,409,,,
0.00010036941966973245,0,419,,,
0.00010261440183967352,0,429,,,
9.785383736016229e-05,0,439,,,
9.154399594990537e-05,0,449,,,
9.725084237288684e-05,0,459,,,
9.149110701400787e-05,0,469,,,
9.532340482110158e-05,0,479,,,
9.232372394762933e-05,0,489,,,
9.117727313423529e-05,0,499,,,
8.971219358500093e-05,0,509,,,
8.964473090600222e-05,0,519,,,
8.347076800419018e-05,0,529,,,
8.602497837273404e-05,0,539,,,
8.50423239171505e-05,0,549,,,
8.432559843640774e-05,0,559,,,
8.301704656332731e-05,0,569,,,
8.330669515999034e-05,0,579,,,
7.91710990597494e-05,0,589,,,
8.323846122948453e-05,0,599,,,
8.160000288626179e-05,0,609,,,
7.898190233390778e-05,0,619,,,
7.767474744468927e-05,0,629,,,
7.754458783892915e-05,0,639,,,
7.618466770509258e-05,0,649,,,
7.673940126551315e-05,0,659,,,
7.731009100098163e-05,0,669,,,
7.298764103325084e-05,0,679,,,
7.220098632387817e-05,0,689,,,
7.517809717683122e-05,0,699,,,
7.412128616124392e-05,0,709,,,
7.504047243855894e-05,0,719,,,
7.237265526782721e-05,0,729,,,
7.463348447345197e-05,0,739,,,
6.991022382862866e-05,0,749,,,
6.969388778088614e-05,0,759,,,
7.127707795007154e-05,0,769,,,
7.11320826667361e-05,0,779,,,
6.969023525016382e-05,0,789,,,
6.634599412791431e-05,0,799,,,
6.719065277138725e-05,0,809,,,
6.846299220342189e-05,0,819,,,
6.584684160770848e-05,0,829,,,
6.62889433442615e-05,0,839,,,
6.359814142342657e-05,0,849,,,
6.856168329250067e-05,0,859,,,
6.279702938627452e-05,0,869,,,
6.835709064034745e-05,0,879,,,
6.396818207576871e-05,0,889,,,
6.246730481507257e-05,0,899,,,
6.327746814349666e-05,0,909,,,
6.284494156716391e-05,0,919,,,
6.013554229866713e-05,0,929,,,
6.211138679645956e-05,0,939,,,
