train_loss,epoch,step,val_loss
1.7941590547561646,0,49,
2.3264191150665283,0,99,
0.8668187260627747,0,149,
1.5763099193572998,0,199,
1.5585136413574219,0,249,
0.3662857115268707,0,299,
,0,312,0.7647106647491455
1.0002400875091553,1,349,
0.31059229373931885,1,399,
0.3681628704071045,1,449,
0.12488619238138199,1,499,
0.8102186918258667,1,549,
0.1539449244737625,1,599,
,1,625,0.31213968992233276
1.8311558961868286,2,649,
0.23925305902957916,2,699,
0.27787894010543823,2,749,
0.7006707787513733,2,799,
0.24139189720153809,2,849,
0.5296019911766052,2,899,
,2,938,0.22533009946346283
0.2629469931125641,3,949,
0.39761805534362793,3,999,
0.11688345670700073,3,1049,
0.1149679571390152,3,1099,
0.4983843266963959,3,1149,
0.17871646583080292,3,1199,
0.09218726307153702,3,1249,
,3,1251,0.1659606695175171
0.2034229189157486,4,1299,
0.61141437292099,4,1349,
0.2979879677295685,4,1399,
0.6221742630004883,4,1449,
0.20730234682559967,4,1499,
0.11003784835338593,4,1549,
,4,1564,0.13324937224388123
0.08832766860723495,5,1599,
0.25890782475471497,5,1649,
0.14521586894989014,5,1699,
0.2315952628850937,5,1749,
0.0807587206363678,5,1799,
0.13764098286628723,5,1849,
,5,1877,0.10564307868480682
0.11929901689291,6,1899,
0.141140878200531,6,1949,
0.10890714079141617,6,1999,
0.09083403646945953,6,2049,
0.08293771743774414,6,2099,
0.06052670255303383,6,2149,
,6,2190,0.08345061540603638
0.13471783697605133,7,2199,
0.08770473301410675,7,2249,
0.1195920929312706,7,2299,
0.09767816215753555,7,2349,
0.03792273998260498,7,2399,
0.09010295569896698,7,2449,
0.054032206535339355,7,2499,
,7,2503,0.06520108878612518
0.10104735195636749,8,2549,
0.038220252841711044,8,2599,
0.06408774852752686,8,2649,
0.06497654318809509,8,2699,
0.1252829134464264,8,2749,
0.04042741656303406,8,2799,
,8,2816,0.05329658463597298
0.07947756350040436,9,2849,
0.07578359544277191,9,2899,
0.07131516933441162,9,2949,
0.04931843280792236,9,2999,
0.050275057554244995,9,3049,
0.06771939247846603,9,3099,
,9,3129,0.04456562176346779
0.0591827854514122,10,3149,
0.04610520973801613,10,3199,
0.03854656219482422,10,3249,
0.08013053238391876,10,3299,
0.040470629930496216,10,3349,
0.04586142674088478,10,3399,
,10,3442,0.03562214970588684
0.04411812499165535,11,3449,
0.029024045914411545,11,3499,
0.05905124545097351,11,3549,
0.04382731765508652,11,3599,
0.020990040153265,11,3649,
0.0713304877281189,11,3699,
0.050214607268571854,11,3749,
,11,3755,0.02688828483223915
0.04109838977456093,12,3799,
0.07063940912485123,12,3849,
0.030765559524297714,12,3899,
0.05041183903813362,12,3949,
0.08035958558320999,12,3999,
0.03695042058825493,12,4049,
,12,4068,0.02528255619108677
0.0394916795194149,13,4099,
0.12363719940185547,13,4149,
0.036813389509916306,13,4199,
0.054743289947509766,13,4249,
0.08366033434867859,13,4299,
0.029308892786502838,13,4349,
,13,4381,0.021696574985980988
0.029137495905160904,14,4399,
0.04942774772644043,14,4449,
0.044483572244644165,14,4499,
0.06813673675060272,14,4549,
0.04486396536231041,14,4599,
0.02629769779741764,14,4649,
,14,4694,0.019875498488545418
0.1008836179971695,15,4699,
0.031440701335668564,15,4749,
0.1333981305360794,15,4799,
0.1308087259531021,15,4849,
0.02582796849310398,15,4899,
0.07079195231199265,15,4949,
0.01897439733147621,15,4999,
,15,5007,0.015964534133672714
0.04786968231201172,16,5049,
0.04570668935775757,16,5099,
0.05313554033637047,16,5149,
0.0194818377494812,16,5199,
0.06678744405508041,16,5249,
0.07149601727724075,16,5299,
,16,5320,0.017112934961915016
0.0894770696759224,17,5349,
0.02125641144812107,17,5399,
0.020888395607471466,17,5449,
0.04828845337033272,17,5499,
0.01994509808719158,17,5549,
0.029482437297701836,17,5599,
,17,5633,0.014944255352020264
0.02291744016110897,18,5649,
0.020577847957611084,18,5699,
0.02957034856081009,18,5749,
0.02312794327735901,18,5799,
0.013969428837299347,18,5849,
0.01499729324132204,18,5899,
,18,5946,0.014791812747716904
0.09666361659765244,19,5949,
0.028423722833395004,19,5999,
0.021598154678940773,19,6049,
0.032251179218292236,19,6099,
0.04182057082653046,19,6149,
0.017456484958529472,19,6199,
0.02554260939359665,19,6249,
,19,6259,0.010749063454568386
