train_loss_step,epoch,step,val_loss_step,val_loss_epoch,train_loss_epoch
0.8017193675041199,0,9,,,
0.7998886704444885,0,19,,,
0.7933549880981445,0,29,,,
0.7900335788726807,0,39,,,
0.7581254839897156,0,49,,,
0.6740292906761169,0,59,,,
0.4448370933532715,0,69,,,
0.2567850649356842,0,79,,,
0.29715418815612793,0,89,,,
0.1833411455154419,0,99,,,
0.15201574563980103,0,109,,,
0.15469151735305786,0,119,,,
0.14604155719280243,0,129,,,
0.15951934456825256,0,139,,,
0.11999869346618652,0,149,,,
0.12149247527122498,0,159,,,
0.09149216115474701,0,169,,,
0.10208169370889664,0,179,,,
0.16315706074237823,0,189,,,
0.13110283017158508,0,199,,,
0.10106506943702698,0,209,,,
0.12588153779506683,0,219,,,
0.1326255202293396,0,229,,,
0.13894104957580566,0,239,,,
0.16461603343486786,0,249,,,
0.07879064232110977,0,259,,,
0.1069057509303093,0,269,,,
0.11660894006490707,0,279,,,
0.17595814168453217,0,289,,,
0.10694686323404312,0,299,,,
0.09355702996253967,0,309,,,
0.1061183512210846,0,319,,,
0.10924491286277771,0,329,,,
0.08271977305412292,0,339,,,
0.10453871637582779,0,349,,,
0.1431446075439453,0,359,,,
0.14313016831874847,0,369,,,
0.12606358528137207,0,379,,,
0.13870136439800262,0,389,,,
0.08267366886138916,0,399,,,
0.06740470230579376,0,409,,,
0.09928243607282639,0,419,,,
0.06652901321649551,0,429,,,
0.10753114521503448,0,439,,,
0.11024577915668488,0,449,,,
0.07622892409563065,0,459,,,
0.0735345333814621,0,469,,,
0.09975405782461166,0,479,,,
0.12082140892744064,0,489,,,
0.08827351778745651,0,499,,,
0.14301232993602753,0,509,,,
0.13874149322509766,0,519,,,
0.1062086746096611,0,529,,,
0.18254230916500092,0,539,,,
0.08359873294830322,0,549,,,
0.08059164881706238,0,559,,,
0.0848618745803833,0,569,,,
0.1629728227853775,0,579,,,
0.10385473072528839,0,589,,,
0.08880342543125153,0,599,,,
0.08378837257623672,0,609,,,
0.055956434458494186,0,619,,,
0.12819558382034302,0,629,,,
0.06863611936569214,0,639,,,
0.11058305948972702,0,649,,,
0.09728934615850449,0,659,,,
0.08204667270183563,0,669,,,
0.12832902371883392,0,679,,,
0.07055337727069855,0,689,,,
0.14038430154323578,0,699,,,
0.08487500995397568,0,709,,,
0.07192812860012054,0,719,,,
0.07431179285049438,0,729,,,
0.08820109069347382,0,739,,,
0.05577756464481354,0,749,,,
0.0857725664973259,0,759,,,
0.09872455894947052,0,769,,,
0.08130456507205963,0,779,,,
0.07987704873085022,0,789,,,
0.09970305860042572,0,799,,,
0.09941735863685608,0,809,,,
0.13498854637145996,0,819,,,
0.10062997043132782,0,829,,,
0.10322573781013489,0,839,,,
0.10514120012521744,0,849,,,
0.06503608077764511,0,859,,,
0.053310196846723557,0,869,,,
0.06769131124019623,0,879,,,
0.10406923294067383,0,889,,,
0.06033383309841156,0,899,,,
0.08714573830366135,0,909,,,
0.12911635637283325,0,919,,,
0.10593415051698685,0,929,,,
0.12445278465747833,0,939,,,
0.06676968187093735,0,949,,,
0.06262467801570892,0,959,,,
