train_loss_step,grad_2_norm_step,epoch,step
0.7974052429199219,0.234871044754982,0,9
0.7961500883102417,0.21716229617595673,0,19
0.7910312414169312,0.24479584395885468,0,29
0.7884070873260498,0.22481146454811096,0,39
0.7791093587875366,0.36258751153945923,0,49
0.7551972270011902,0.7598338723182678,0,59
0.7061736583709717,1.2675060033798218,0,69
0.47266778349876404,3.2593586444854736,0,79
0.3705665171146393,2.6917669773101807,0,89
0.2670164704322815,4.96597146987915,0,99
0.19164903461933136,6.864042282104492,0,109
0.19536195695400238,11.077604293823242,0,119
0.152655690908432,3.031930685043335,0,129
0.17166976630687714,1.173028588294983,0,139
0.12455535680055618,2.858773708343506,0,149
0.13668863475322723,5.9110493659973145,0,159
0.09327026456594467,3.627664089202881,0,169
0.09493281692266464,4.024157524108887,0,179
0.16247408092021942,1.2375208139419556,0,189
0.13527274131774902,8.431467056274414,0,199
0.10364381223917007,1.9666614532470703,0,209
0.13304217159748077,7.20585298538208,0,219
0.14777621626853943,10.248974800109863,0,229
0.1267223209142685,2.607814311981201,0,239
0.16649869084358215,1.84221613407135,0,249
0.08673613518476486,5.246303558349609,0,259
0.11212503165006638,3.2603447437286377,0,269
0.10997314006090164,1.0960872173309326,0,279
0.17419171333312988,3.9598426818847656,0,289
0.10386817902326584,3.610887050628662,0,299
0.08970734477043152,5.96155309677124,0,309
0.10321018099784851,9.26628589630127,0,319
0.11035177111625671,5.973724365234375,0,329
0.09433258324861526,13.326983451843262,0,339
0.12220454216003418,14.6658353805542,0,349
0.15971773862838745,13.203253746032715,0,359
0.1526302695274353,11.016129493713379,0,369
0.1344400942325592,4.749500274658203,0,379
0.1390596479177475,3.104602813720703,0,389
0.08526743948459625,7.315925598144531,0,399
0.06625118106603622,2.573133707046509,0,409
0.10390599817037582,2.3051657676696777,0,419
0.0744139552116394,6.32899284362793,0,429
0.1093348041176796,1.890039086341858,0,439
0.11935978382825851,8.226644515991211,0,449
0.07517600804567337,1.8834211826324463,0,459
0.07425204664468765,4.875765323638916,0,469
0.09902846068143845,1.3780585527420044,0,479
0.11937232315540314,5.746962547302246,0,489
0.0862639769911766,6.6744704246521,0,499
0.13245508074760437,7.273193836212158,0,509
0.14317262172698975,8.067481994628906,0,519
0.09509149193763733,0.6143795847892761,0,529
0.184428408741951,6.936945915222168,0,539
0.09060803800821304,6.85543966293335,0,549
0.07903113961219788,1.482208013534546,0,559
0.08617319166660309,2.8661890029907227,0,569
0.16084399819374084,0.8734658360481262,0,579
0.10171819478273392,1.6324454545974731,0,589
0.09163118898868561,3.899512767791748,0,599
0.08915597945451736,1.001073956489563,0,609
0.057240039110183716,1.1219046115875244,0,619
0.1248585507273674,1.3416569232940674,0,629
