train_loss,epoch,step,val_loss
2.847768783569336,0,49,
1.54430091381073,0,99,
0.9508101940155029,0,149,
1.1082693338394165,0,199,
0.7926684617996216,0,249,
0.31900250911712646,0,299,
,0,312,0.7019726037979126
0.3682941198348999,1,349,
0.6677088737487793,1,399,
0.14544209837913513,1,449,
0.2287777215242386,1,499,
0.2825789153575897,1,549,
0.8784750699996948,1,599,
,1,625,0.17628248035907745
0.10817191749811172,2,649,
0.22397732734680176,2,699,
0.13795500993728638,2,749,
0.7547639608383179,2,799,
0.1061701625585556,2,849,
0.22649241983890533,2,899,
,2,938,0.10233946144580841
0.0994248241186142,3,949,
0.35935211181640625,3,999,
0.054288432002067566,3,1049,
0.11737552285194397,3,1099,
0.21366818249225616,3,1149,
0.07458709925413132,3,1199,
0.13641738891601562,3,1249,
,3,1251,0.05870844051241875
0.23510020971298218,4,1299,
0.10449770092964172,4,1349,
0.05206572264432907,4,1399,
0.32112982869148254,4,1449,
0.16532602906227112,4,1499,
0.09061337262392044,4,1549,
,4,1564,0.046732477843761444
0.1453760266304016,5,1599,
0.2767731547355652,5,1649,
1.0598281621932983,5,1699,
0.3694431185722351,5,1749,
0.06725254654884338,5,1799,
0.12992441654205322,5,1849,
,5,1877,0.04159430414438248
0.05065733194351196,6,1899,
0.05996030196547508,6,1949,
0.11116240918636322,6,1999,
0.09034138172864914,6,2049,
0.07183653116226196,6,2099,
0.11108239740133286,6,2149,
,6,2190,0.029789084568619728
0.047229260206222534,7,2199,
0.05975373089313507,7,2249,
0.03261164575815201,7,2299,
0.02790047600865364,7,2349,
0.07949817180633545,7,2399,
0.05286146327853203,7,2449,
0.1330520510673523,7,2499,
,7,2503,0.029415853321552277
0.06330972909927368,8,2549,
0.03688913211226463,8,2599,
0.03466418385505676,8,2649,
0.022529631853103638,8,2699,
0.037874188274145126,8,2749,
0.01991422288119793,8,2799,
,8,2816,0.02282334864139557
0.09403328597545624,9,2849,
0.09597431868314743,9,2899,
0.037787843495607376,9,2949,
0.03888249769806862,9,2999,
0.04399963840842247,9,3049,
0.07212712615728378,9,3099,
,9,3129,0.022677259519696236
0.036051034927368164,10,3149,
0.11183568090200424,10,3199,
0.18374909460544586,10,3249,
0.030492287129163742,10,3299,
0.06093183532357216,10,3349,
0.026443716138601303,10,3399,
,10,3442,0.018348997458815575
0.0352167934179306,11,3449,
0.04102876037359238,11,3499,
0.03327910602092743,11,3549,
0.05377943813800812,11,3599,
0.03732515871524811,11,3649,
0.022348854690790176,11,3699,
0.05998039245605469,11,3749,
,11,3755,0.020037295296788216
0.05301781743764877,12,3799,
0.12402252852916718,12,3849,
0.010858457535505295,12,3899,
0.02600512094795704,12,3949,
0.0202220156788826,12,3999,
0.04557134956121445,12,4049,
,12,4068,0.019286828115582466
0.027074171230196953,13,4099,
0.024099545553326607,13,4149,
0.07401977479457855,13,4199,
0.026853205636143684,13,4249,
0.01881437562406063,13,4299,
0.06143563240766525,13,4349,
,13,4381,0.016983268782496452
0.07312190532684326,14,4399,
0.050694506615400314,14,4449,
0.024352706968784332,14,4499,
0.0369902029633522,14,4549,
0.07299566268920898,14,4599,
0.024645458906888962,14,4649,
,14,4694,0.01492511760443449
0.06113260239362717,15,4699,
0.02982516400516033,15,4749,
0.0169292651116848,15,4799,
0.023690342903137207,15,4849,
0.045346494764089584,15,4899,
0.04191352799534798,15,4949,
0.024625426158308983,15,4999,
,15,5007,0.01461264118552208
0.04503088444471359,16,5049,
0.0269361212849617,16,5099,
0.026893772184848785,16,5149,
0.02725858800113201,16,5199,
0.04934893548488617,16,5249,
0.03534621000289917,16,5299,
,16,5320,0.012797580100595951
0.017970355227589607,17,5349,
0.01510587614029646,17,5399,
0.02181388810276985,17,5449,
0.02685258910059929,17,5499,
0.03748804330825806,17,5549,
0.07479162514209747,17,5599,
,17,5633,0.016311435028910637
0.02230626344680786,18,5649,
0.043338607996702194,18,5699,
0.023027682676911354,18,5749,
0.03569607809185982,18,5799,
0.012351258657872677,18,5849,
0.04242952540516853,18,5899,
,18,5946,0.014106588438153267
0.11603274941444397,19,5949,
0.051442597061395645,19,5999,
0.021808339282870293,19,6049,
0.05574781447649002,19,6099,
0.013536905869841576,19,6149,
0.04295714199542999,19,6199,
0.01854776404798031,19,6249,
,19,6259,0.011821807362139225
