train_loss_step,epoch,step,val_loss_step,val_loss_epoch,train_loss_epoch
0.001248250831849873,0,9,,,
0.001101519912481308,0,19,,,
0.0009691197192296386,0,29,,,
0.0008460374665446579,0,39,,,
0.000733422813937068,0,49,,,
0.0006293350597843528,0,59,,,
0.0005377992638386786,0,69,,,
0.000451753061497584,0,79,,,
0.0003776060766540468,0,89,,,
0.00031281134579330683,0,99,,,
0.00025306775933131576,0,109,,,
0.00020421565568540245,0,119,,,
0.0001628295867703855,0,129,,,
0.0001282034645555541,0,139,,,
0.00010080273204948753,0,149,,,
7.911706052254885e-05,0,159,,,
6.257925269892439e-05,0,169,,,
5.0732818635879084e-05,0,179,,,
4.248176628607325e-05,0,189,,,
3.646104232757352e-05,0,199,,,
3.242909588152543e-05,0,209,,,
2.9944769266876392e-05,0,219,,,
2.787995254038833e-05,0,229,,,
2.6147217795369215e-05,0,239,,,
2.562148802098818e-05,0,249,,,
2.532359940232709e-05,0,259,,,
2.2819507648819126e-05,0,269,,,
2.305592170159798e-05,0,279,,,
2.35577899729833e-05,0,289,,,
2.222220427938737e-05,0,299,,,
2.3804997908882797e-05,0,309,,,
2.381393642281182e-05,0,319,,,
2.2102962248027325e-05,0,329,,,
2.0870355001534335e-05,0,339,,,
2.1998810552759096e-05,0,349,,,
2.2623620679951273e-05,0,359,,,
1.945280200743582e-05,0,369,,,
1.9809240257018246e-05,0,379,,,
2.2048083337722346e-05,0,389,,,
2.1190000552451238e-05,0,399,,,
2.102124381053727e-05,0,409,,,
1.978666114155203e-05,0,419,,,
2.0626755940611474e-05,0,429,,,
1.984724440262653e-05,0,439,,,
1.8249200365971774e-05,0,449,,,
2.00319573195884e-05,0,459,,,
1.9108958440483548e-05,0,469,,,
1.7826616385718808e-05,0,479,,,
1.7912618204718456e-05,0,489,,,
1.9475846784189343e-05,0,499,,,
1.947961027326528e-05,0,509,,,
1.898957634693943e-05,0,519,,,
1.8900665963883512e-05,0,529,,,
2.0204955944791436e-05,0,539,,,
1.904307646327652e-05,0,549,,,
