train_loss_step,epoch,step,val_loss_step,val_loss_epoch,train_loss_epoch
0.7978476285934448,0,9,,,
0.796766459941864,0,19,,,
0.792263388633728,0,29,,,
0.7900344729423523,0,39,,,
0.7658407092094421,0,49,,,
0.6988520622253418,0,59,,,
0.5681926012039185,0,69,,,
0.2766838073730469,0,79,,,
0.3323450982570648,0,89,,,
0.21265928447246552,0,99,,,
0.18447187542915344,0,109,,,
0.1645297408103943,0,119,,,
0.15741166472434998,0,129,,,
0.1643533557653427,0,139,,,
0.11597093194723129,0,149,,,
0.11713331937789917,0,159,,,
0.08636663854122162,0,169,,,
0.09744152426719666,0,179,,,
0.16330140829086304,0,189,,,
0.13389070332050323,0,199,,,
0.09647898375988007,0,209,,,
0.12579067051410675,0,219,,,
0.14150556921958923,0,229,,,
0.12555481493473053,0,239,,,
0.16882403194904327,0,249,,,
0.09168492257595062,0,259,,,
0.1073656678199768,0,269,,,
0.10727257281541824,0,279,,,
0.17659074068069458,0,289,,,
0.10540226101875305,0,299,,,
0.09139000624418259,0,309,,,
0.09958305209875107,0,319,,,
0.1098824068903923,0,329,,,
0.08853250741958618,0,339,,,
0.10764463245868683,0,349,,,
0.1451975256204605,0,359,,,
0.14769205451011658,0,369,,,
0.12698940932750702,0,379,,,
0.1420581191778183,0,389,,,
0.08467495441436768,0,399,,,
0.06684046238660812,0,409,,,
0.10616599023342133,0,419,,,
0.06762121617794037,0,429,,,
0.10604291409254074,0,439,,,
0.11904492974281311,0,449,,,
0.07726652175188065,0,459,,,
0.07510770112276077,0,469,,,
0.09505271911621094,0,479,,,
0.11822014302015305,0,489,,,
0.08483223617076874,0,499,,,
0.12757541239261627,0,509,,,
0.13916848599910736,0,519,,,
0.09484785795211792,0,529,,,
0.18084177374839783,0,539,,,
0.08821862190961838,0,549,,,
0.08526790887117386,0,559,,,
0.08650853484869003,0,569,,,
0.1611279845237732,0,579,,,
0.10018827021121979,0,589,,,
0.09263256937265396,0,599,,,
0.08348336070775986,0,609,,,
0.05633692070841789,0,619,,,
0.1282985806465149,0,629,,,
0.06910979002714157,0,639,,,
0.12112075835466385,0,649,,,
0.10966286808252335,0,659,,,
0.08216145634651184,0,669,,,
0.1435144990682602,0,679,,,
0.06683707982301712,0,689,,,
0.15429319441318512,0,699,,,
0.08680009096860886,0,709,,,
0.0794529840350151,0,719,,,
0.07858205586671829,0,729,,,
0.09060235321521759,0,739,,,
0.06902028620243073,0,749,,,
0.09286169707775116,0,759,,,
0.1002427339553833,0,769,,,
0.07106266915798187,0,779,,,
0.0770745724439621,0,789,,,
0.09275178611278534,0,799,,,
0.10024064034223557,0,809,,,
0.13255466520786285,0,819,,,
0.099587582051754,0,829,,,
0.10724101960659027,0,839,,,
