train_loss_step,epoch,step,val_loss_step,val_loss_epoch,train_loss_epoch
8.10221754363738e-05,0,9,,,
6.8595094489865e-05,0,19,,,
5.8932819229085e-05,0,29,,,
4.702211663243361e-05,0,39,,,
4.2312742152716964e-05,0,49,,,
3.2196468964684755e-05,0,59,,,
3.086381911998615e-05,0,69,,,
2.7776550268754363e-05,0,79,,,
2.64021655311808e-05,0,89,,,
2.5188033760059625e-05,0,99,,,
2.270213735755533e-05,0,109,,,
2.406501334917266e-05,0,119,,,
2.0125246010138653e-05,0,129,,,
1.969889854080975e-05,0,139,,,
2.0391022189869545e-05,0,149,,,
2.013896119024139e-05,0,159,,,
1.8705530237639323e-05,0,169,,,
2.1669829948223196e-05,0,179,,,
1.8641458154888824e-05,0,189,,,
2.0211116861901246e-05,0,199,,,
2.0794746887986548e-05,0,209,,,
1.972461359400768e-05,0,219,,,
1.964774855878204e-05,0,229,,,
1.721850821922999e-05,0,239,,,
1.8980146705871448e-05,0,249,,,
1.905893259390723e-05,0,259,,,
1.8448103219270706e-05,0,269,,,
1.9487288227537647e-05,0,279,,,
1.851677370723337e-05,0,289,,,
1.8323324184166268e-05,0,299,,,
1.863104262156412e-05,0,309,,,
1.800998143153265e-05,0,319,,,
1.8435257516102865e-05,0,329,,,
2.0239613149897195e-05,0,339,,,
1.8149650713894516e-05,0,349,,,
1.842118399508763e-05,0,359,,,
1.8460690625943244e-05,0,369,,,
1.7986920283874497e-05,0,379,,,
1.9043549400521442e-05,0,389,,,
1.85898898052983e-05,0,399,,,
1.8818511307472363e-05,0,409,,,
1.795727621356491e-05,0,419,,,
1.6552512533962727e-05,0,429,,,
1.8548746083979495e-05,0,439,,,
1.8605000150273554e-05,0,449,,,
1.7174312233692035e-05,0,459,,,
1.5924913896014914e-05,0,469,,,
1.687615440459922e-05,0,479,,,
1.4350302080856636e-05,0,489,,,
1.611708285054192e-05,0,499,,,
1.5424624507431872e-05,0,509,,,
1.4041142094356474e-05,0,519,,,
1.4494222341454588e-05,0,529,,,
1.4338831533677876e-05,0,539,,,
1.2979162420378998e-05,0,549,,,
1.1653137335088104e-05,0,559,,,
1.3170799320505466e-05,0,569,,,
1.133013120124815e-05,0,579,,,
1.099200926546473e-05,0,589,,,
1.1288930181763135e-05,0,599,,,
1.0370137715653982e-05,0,609,,,
9.287115972256288e-06,0,619,,,
9.765556569618639e-06,0,629,,,
8.801461262919474e-06,0,639,,,
9.857710210781079e-06,0,649,,,
8.632760000182316e-06,0,659,,,
8.414574040216394e-06,0,669,,,
8.300169611175079e-06,0,679,,,
9.245991350326221e-06,0,689,,,
8.415857337240595e-06,0,699,,,
8.556153261451982e-06,0,709,,,
8.11280551715754e-06,0,719,,,
