train_loss,epoch,step,val_loss
4.683269500732422,0,49,
3.182806968688965,0,99,
2.2998697757720947,0,149,
1.206490397453308,0,199,
1.8018854856491089,0,249,
2.51743221282959,0,299,
,0,312,0.7095890641212463
0.2613581120967865,1,349,
1.011214017868042,1,399,
0.3774021565914154,1,449,
0.24374642968177795,1,499,
0.2912680208683014,1,549,
0.2651575803756714,1,599,
,1,625,0.17862413823604584
0.449460506439209,2,649,
0.09234888851642609,2,699,
0.3464645743370056,2,749,
0.26201945543289185,2,799,
0.25336700677871704,2,849,
0.3642665445804596,2,899,
,2,938,0.13318847119808197
0.6259819269180298,3,949,
0.37369999289512634,3,999,
0.13880883157253265,3,1049,
0.08278763294219971,3,1099,
0.1768055409193039,3,1149,
0.3107398450374603,3,1199,
0.09147708117961884,3,1249,
,3,1251,0.08476457744836807
0.09760106354951859,4,1299,
0.12904854118824005,4,1349,
0.093751922249794,4,1399,
0.10522116720676422,4,1449,
0.08901719003915787,4,1499,
0.05004468932747841,4,1549,
,4,1564,0.062182292342185974
0.1369534134864807,5,1599,
0.11322104930877686,5,1649,
0.20068873465061188,5,1699,
0.04620175436139107,5,1749,
0.1437678039073944,5,1799,
0.050134193152189255,5,1849,
,5,1877,0.05023249611258507
0.11304479837417603,6,1899,
0.0721220076084137,6,1949,
0.071773461997509,6,1999,
0.03758697211742401,6,2049,
0.04366888850927353,6,2099,
0.07788510620594025,6,2149,
,6,2190,0.0361064113676548
0.08217091858386993,7,2199,
0.11360245198011398,7,2249,
0.08722579479217529,7,2299,
0.04283059760928154,7,2349,
0.1747879683971405,7,2399,
0.06957772374153137,7,2449,
0.09362004697322845,7,2499,
,7,2503,0.024708883836865425
0.058448195457458496,8,2549,
0.04263913258910179,8,2599,
0.053913094103336334,8,2649,
0.04930388927459717,8,2699,
0.1586419641971588,8,2749,
0.031303875148296356,8,2799,
,8,2816,0.022334806621074677
0.1722027063369751,9,2849,
0.09096786379814148,9,2899,
0.05867355689406395,9,2949,
0.05516841635107994,9,2999,
0.04950433596968651,9,3049,
0.05165419355034828,9,3099,
,9,3129,0.016668133437633514
0.08327257633209229,10,3149,
0.040764398872852325,10,3199,
0.007881679572165012,10,3249,
0.03933187201619148,10,3299,
0.014238948933780193,10,3349,
0.043959762901067734,10,3399,
,10,3442,0.01517065055668354
0.04572952538728714,11,3449,
0.22655531764030457,11,3499,
0.018678076565265656,11,3549,
0.0693000853061676,11,3599,
0.03116372972726822,11,3649,
0.028857743367552757,11,3699,
0.03180038183927536,11,3749,
,11,3755,0.014731965027749538
0.019250312820076942,12,3799,
0.04030759260058403,12,3849,
0.03278025984764099,12,3899,
0.02718137949705124,12,3949,
0.05241227149963379,12,3999,
0.03199688345193863,12,4049,
,12,4068,0.012464881874620914
0.026016749441623688,13,4099,
0.056436046957969666,13,4149,
0.032844625413417816,13,4199,
0.02821549028158188,13,4249,
0.028452273458242416,13,4299,
0.03488718345761299,13,4349,
,13,4381,0.013377750292420387
0.0728030800819397,14,4399,
0.03291025757789612,14,4449,
0.06065161153674126,14,4499,
0.018876386806368828,14,4549,
0.011720548383891582,14,4599,
0.023701023310422897,14,4649,
,14,4694,0.010515263304114342
0.037032656371593475,15,4699,
0.023823628202080727,15,4749,
0.02492915466427803,15,4799,
0.06823369115591049,15,4849,
0.01540989801287651,15,4899,
0.13512732088565826,15,4949,
0.034682489931583405,15,4999,
,15,5007,0.007989366538822651
0.018344886600971222,16,5049,
0.3369481861591339,16,5099,
0.010100582614541054,16,5149,
0.033310361206531525,16,5199,
0.012233462184667587,16,5249,
0.010407171212136745,16,5299,
,16,5320,0.009306357242166996
0.0378100723028183,17,5349,
0.016035038977861404,17,5399,
0.0164816752076149,17,5449,
0.08716068416833878,17,5499,
0.02398151159286499,17,5549,
0.07350333034992218,17,5599,
,17,5633,0.0075248898938298225
0.01985064335167408,18,5649,
0.033278532326221466,18,5699,
0.1259092539548874,18,5749,
0.03735952079296112,18,5799,
0.022058220580220222,18,5849,
0.017556188628077507,18,5899,
,18,5946,0.006664784625172615
0.00927435141056776,19,5949,
0.012100240215659142,19,5999,
0.010699240490794182,19,6049,
0.01562965288758278,19,6099,
0.017364846542477608,19,6149,
0.020996252074837685,19,6199,
0.018288223072886467,19,6249,
,19,6259,0.0068147326819598675
